BRAND  ,PRODUCT  ,PRODUCT TYPE  ,WEIGHT  ,EXT1  ,EXT2  ,  ITEM CODE,ITEM NAME  ,PRODUCT TYPECODE  ,MFR. NAME  ,ALIAS NAME  ,ITEM SHORT NAME  ,UPC/EAN CODE  ,  SELLING,  MRP,  PUR.PRICE,  LANDING COST,  DECIMALS REQUIRED,  ITEM DISCOUNT %,INCLUSIVE TAX  ,  SALES TAX%,  PURCHASE TAX%,  COST WITHOUT TAX,MAIN DISTRIBUTOR NAME  ,ACTIVITY STATUS  ,  SPL RATE,IS WEIGHTABLE  ,  GST CODE,GST%  ,HSN CODE  ,PURCHASE GST CALC ON  ,  PURCHASE ABATEMENT %,SALES GST CALC ON  ,  SALES ABATEMENT %,DIST GST NO  ,APPLY SELLING RATE FROM MASTER  ,GIFT VOUCHER TYPE  ,INDENT/REORDER GENERATIONTYPE  ,INDENT/REORDER FORMULA  ,CONVERSION ALLOWED  ,  MINIMUM SHELF LIFE,RETURN PERIOD DAYS  ,IS CANCELLABLE?  ,VAT UOM  ,COMMODITY DESCRIPTION  ,  COMMODITY CODE,SALETAX EXEMPT APPLICABLE  
ASHAPURA  ,KUMKUM  ,POOJA SAMGRI  ,0  ,0  ,0  ,  3942,28 ASHTAGANDHA KESAR 50G  ,1  ,NA  ,  ,28 ASHTAGANDHA KESAR 50G  ,  ,30.0,45.0,  16.15,  16.21,0.0,0.0,YES  ,0.,0.0,  16.21,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5002,GST Exempted Tax  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,KUMKUM  ,POOJA SAMGRI  ,0  ,0  ,0  ,  3145,28 KESAR CHANDAN 50G  ,1  ,NA  ,  ,28 KESAR CHANDAN 50G  ,  ,30.0,55.0,  16.19,  17.06,0.0,0.0,YES  ,0.,0.0,  17.06,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,KUMKUM  ,POOJA SAMGRI  ,0  ,0  ,0  ,  4374,28 LAL CHANDAN 25G  ,1  ,NA  ,  ,28 LAL CHANDAN 25G  ,  ,25.0,30.0,  15.38,  16.15,0.0,0.0,YES  ,0.,0.0,  16.15,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,KUMKUM  ,POOJA SAMGRI  ,0  ,0  ,0  ,  979,28 ROLI KUMKUM 50G  ,1  ,NA  ,  ,CYCLE THREE IN ONE 50G  ,1614  ,40.0,55.0,  16.15,  16.15,0.0,0.0,YES  ,0.,0.0,  16.15,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
EMAMI  ,HAIR OIL  ,COSMETICS  ,0  ,0  ,0  ,  5984,7 OILS IN ONE HAIR OIL 650ML  ,1  ,NA  ,  ,7 OILS IN ONE HAIR OIL 650ML  ,8901248257619  ,299.0,444.0,  384.42,  201.82,0.0,0.0,YES  ,0.,0.0,  201.82,VASUDEV SALES AGENCY  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33059011  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAUPY1975A1ZB  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
EMAMI  ,HAIR OIL  ,COSMETICS  ,0  ,0  ,0  ,  2039,7 OILS IN ONE HAIROIL 100ML  ,1  ,NA  ,  ,7 OILS IN ONE HAIROIL 100ML  ,8901248257329  ,65.0,67.0, 58.10,  59.17,0.0,0.0,YES  ,0.,0.0,  59.17,VASUDEV SALES AGENCY  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33059011  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAUPY1975A1ZB  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
EMAMI  ,HAIR OIL  ,COSMETICS  ,0  ,0  ,0  ,  2038,7 OILS IN ONE HAIROIL 200ML  ,1  ,NA  ,  ,7 OILS IN ONE HAIROIL 200ML  ,8901248257374  ,100.0,109.0,  94.38,  96.13,0.0,0.0,YES  ,0.,0.0,  96.13,VASUDEV SALES AGENCY  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33059011  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAUPY1975A1ZB  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
EMAMI  ,HAIR OIL  ,COSMETICS  ,0  ,0  ,0  ,  2037,7 OILS IN ONE HAIROIL 300ML  ,1  ,NA  ,  ,7 OILS IN ONE HAIROIL 300ML  ,8901248257411  ,175.0,180.0,124.0,160.0,0.0,0.0,YES  ,0.,0.0,160.0,VASUDEV SALES AGENCY  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33059011  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAUPY1975A1ZB  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
EMAMI  ,HAIR OIL  ,COSMETICS  ,0  ,0  ,0  ,  2036,7 OILS IN ONE HAIROIL 50  ,1  ,NA  ,  ,7 OILS IN ONE HAIROIL 50  ,8901248257312  ,33.0,34.0,  29.44,  29.68,0.0,0.0,YES  ,0.,0.0,  29.68,VASUDEV SALES AGENCY  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33059011  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAUPY1975A1ZB  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
EMAMI  ,HAIR OIL  ,COSMETICS  ,0  ,0  ,0  ,  2040,7 OILS IN ONE HAIROIL 500ML  ,1  ,NA  ,  ,7 OILS IN ONE HAIROIL 500ML  ,8901248257459  ,220.0,250.0,  216.45,  181.82,0.0,0.0,YES  ,0.,0.0,  181.82,VASUDEV SALES AGENCY  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33059011  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAUPY1975A1ZB  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,COPRA COCONUT  ,GROCERY  ,0  ,0  ,0  ,  4336,AALU PAPDI BULK  ,1  ,NA  ,  ,AALU PAPDI BULK  ,  ,200.0,350.0,120.0,120.0,3.0,0.0,YES  ,0.,0.0,120.0,MAHESHWARI SALES AGENCY  ,REGULAR  ,0.0,Yes  ,  5001,GST 0% Tax  ,  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24ADWPP2613F1ZH  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,MIX MASALA  ,MASALA  ,50G  ,0  ,0  ,  2488,AAMCHUR AKHA  100G  ,1  ,NA  ,  ,AAMCHUR AKHA  100G  ,  ,50.0,80.0, 3.70, 3.70,0.0,0.0,YES  ,0.,0.0, 3.70,NA  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  6,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,MIX MASALA  ,MASALA  ,100G  ,0  ,0  ,  1982,AAMCHUR POWDER 100G  ,1  ,NA  ,  ,AAMCHUR POWDER 100G  ,  ,20.0,35.0, 7.40, 7.40,0.0,0.0,YES  ,0.,0.0, 7.40,NA  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  6,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,KHADA MASALA  ,MASALA  ,0  ,0  ,0  ,  2487,AAMCHUR POWDER NIDHI 1K BULK  ,1  ,NA  ,  ,AAMCHUR POWDER BULK  ,  ,120.0,350.0,74.0,74.0,3.0,0.0,YES  ,0.,0.0,74.0,NA  ,REGULAR  ,0.0,Yes  ,  5003,GST 5%  ,09101110  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,ATTA  ,FLOUR  ,100G  ,0  ,0  ,  2616,AARA LOT 100G  ,1  ,NA  ,  ,AARA LOT 100G  ,  ,10.0,15.0,  3.24,  3.24,0.0,0.0,YES  ,0.,0.0,  3.24,NA  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  6,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,ATTA  ,FLOUR  ,1KG  ,0  ,0  ,  2400,AARA LOT 1KG  ,1  ,NA  ,  ,AARA LOT 1KG  ,  ,60.0,90.0,40.0,40.0,0.0,0.0,YES  ,0.,0.0,40.0,NA  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  6,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,ATTA  ,FLOUR  ,250G  ,0  ,0  ,  2617,AARA LOT 250G  ,1  ,NA  ,  ,AARA LOT 250G  ,  ,20.0,20.0, 8.10, 8.10,0.0,0.0,YES  ,0.,0.0, 8.10,NA  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  6,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,ATTA  ,FLOUR  ,500 G  ,0  ,0  ,  2618,AARA LOT 500G  ,1  ,NA  ,  ,AARA LOT 500G  ,  ,30.0,60.0, 16.20, 16.20,0.0,0.0,YES  ,0.,0.0, 16.20,NA  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  6,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,COPRA COCONUT  ,GROCERY  ,0  ,0  ,0  ,  2615,AARA LOT BULK  ,1  ,NA  ,  ,AARA LOT BULK  ,  ,60.0,80.0, 32.40, 32.40,3.0,0.0,YES  ,0.,0.0, 32.40,NA  ,REGULAR  ,0.0,Yes  ,  5001,GST 0% Tax  ,  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,PLASTIC PRODUCT  ,PLASTIC  ,0  ,0  ,0  ,  3712,AARNA KAPUR DANI 1PC  ,1  ,NA  ,  ,AARNA KAPUR DANI 1PC  ,  ,150.0,299.0, 88.60,  104.55,0.0,0.0,YES  ,0.,0.0,  104.55,NA  ,REGULAR  ,0.0,No  ,  5005,GST 18%  ,39241010  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,JYOT SAMAN  ,POOJA SAMGRI  ,0  ,0  ,0  ,  964,AARTI  COOLER PERFUME 1PC  ,1  ,NA  ,  ,AARTI  COOLER PERFUME 1PC  ,  ,40.0,45.0,  23.17,  27.34,0.0,0.0,YES  ,0.,0.0,  27.34,NA  ,REGULAR  ,0.0,No  ,  5005,GST 18%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ARTI  ,LOBAN  ,0  ,0  ,0  ,0  ,  5109,AARTI A-1LOBAN 50GM  ,1  ,NA  ,  ,AARTI A-1LOBAN 50GM  ,  ,45.0,50.0, 11.30,  11.86,0.0,0.0,YES  ,0.,0.0,  11.86,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,AGARBATHIES  ,POOJA SAMGRI  ,0  ,0  ,0  ,  4379,AARTI AGRBATI 5IN1 250G  ,1  ,NA  ,  ,AARTI AGRBATI 5IN1 250G  ,  ,90.0,125.0,  66.76, 70.10,0.0,0.0,YES  ,0.,0.0, 70.10,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
MANGALAM  ,CAMPHOR  ,POOJA SAMGRI  ,0  ,0  ,0  ,  5264,AARTI CAMPHOR BHIMSENI 100GM  ,1  ,NA  ,  ,AARTI CAMPHOR BHIMSENI 100GM  ,  ,140.0,200.0,  97.44,  114.98,0.0,0.0,YES  ,0.,0.0,  114.98,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5005,GST 18%  ,29142922  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AARTI  ,CHANDAN  ,POOJA SAMGRI  ,0  ,0  ,0  ,  902,AARTI GOPI CHANDAN  ,1  ,NA  ,  ,CYCLE THREE IN ONE 50G  ,  ,25.0,25.0,22.0,22.0,0.0,0.0,YES  ,0.,0.0,22.0,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AARTI  ,DHOOP  ,POOJA SAMGRI  ,0  ,0  ,0  ,  903,AARTI GUGGAL DHOOP 100G  ,1  ,NA  ,  ,CYCLE THREE IN ONE 50G  ,  ,80.0,100.0, 69.70,  73.18,0.0,0.0,YES  ,0.,0.0,  73.18,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,LAKDI ALL  ,POOJA SAMGRI  ,0  ,0  ,0  ,  1007,AARTI HAVAN KAST AAM 1KG  ,1  ,NA  ,  ,CYCLE THREE IN ONE 50G  ,  ,40.0,50.0,  21.86,  21.86,0.0,0.0,YES  ,0.,0.0,  21.86,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5002,GST Exempted Tax  ,33049990  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
HARI DARSHN  ,POOJA OIL  ,0  ,0  ,0  ,0  ,  5677,AARTI HAVAN SAMGRI 250G  ,1  ,NA  ,  ,AARTI HAVAN SAMGRI 250G  ,  ,50.0,100.0,  23.76,  23.76,0.0,0.0,YES  ,0.,0.0,  23.76,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,LAKDI ALL  ,POOJA SAMGRI  ,0  ,0  ,0  ,  4381,AARTI HAVAN SANGARI 1KG  ,1  ,NA  ,  ,CYCLE THREE IN ONE 50G  ,  ,90.0,150.0,  49.76,  51.58,0.0,0.0,YES  ,0.,0.0,  51.58,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,LAKDI ALL  ,POOJA SAMGRI  ,0  ,0  ,0  ,  1024,AARTI KUMKUM 100G  ,1  ,NA  ,  ,CYCLE THREE IN ONE 50G  ,  ,20.0,25.0,16.0,0.0,0.0,0.0,YES  ,0.,0.0,0.0,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
ASHAPURA  ,JYOT SAMAN  ,POOJA SAMGRI  ,0  ,0  ,0  ,  952,AARTI POOJA SUGHNDH POWDER 25G  ,1  ,NA  ,  ,AARTI POOJA SUGHNDH POWDER 25G  ,952  ,40.0,80.0,20.0,20.0,0.0,0.0,YES  ,0.,0.0,20.0,AARTI TRADING  ,REGULAR  ,0.0,No  ,  5002,GST Exempted Tax  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AERPT9795C1ZP  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASHIRVAAD  ,BESAN  ,FLOUR  ,0  ,0  ,0  ,  1264,AASHIRVAAD BESAN 500G  ,1  ,NA  ,  ,GAAY CHHAP BESAN 1KG  ,8901725019976  ,60.0,67.0, 50.10, 52.60,0.0,0.0,YES  ,0.,0.0, 52.60,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,11061000  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASHIRVAAD  ,ATTA  ,FLOUR AATA  ,0  ,0  ,0  ,  4450,AASHIRVAAD CHAKKI ATTA 2KG  ,1  ,NA  ,  ,AASHIRVAAD CHAKKI ATTA 2KG  ,8901725121136  ,110.0,114.0,  97.31,  100.13,0.0,0.0,YES  ,0.,0.0,  100.13,TNS DISTRIBUTION LLP  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,1101000  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAJFT4196P1ZE  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASHIRVAAD  ,ATTA  ,FLOUR AATA  ,0  ,0  ,0  ,  2301,AASHIRVAAD MULTIGRAINS ATTA 5KG  ,1  ,NA  ,  ,AASHIRVAAD MULTIGRAINS ATTA 5KG  ,8901725121624  ,350.0,391.0,  312.12,  311.98,0.0,0.0,YES  ,0.,0.0,  311.98,TNS DISTRIBUTION LLP  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,1101000  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAJFT4196P1ZE  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASHIRVAAD  ,ATTA  ,FLOUR AATA  ,0  ,0  ,0  ,  2300,AASHIRVAAD SELECT SHARBATI ATTA 5KG  ,1  ,NA  ,  ,AASHIRVAAD SELECT SHARBATI ATTA 5KG  ,8901725121228  ,350.0,361.0,  306.35,  306.17,0.0,0.0,YES  ,0.,0.0,  306.17,TNS DISTRIBUTION LLP  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,1101000  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAJFT4196P1ZE  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASHIRVAAD  ,ATTA  ,FLOUR AATA  ,0  ,0  ,0  ,  1155,AASHIRVAAD SHUDH CHAKKI ATTA 10KG  ,1  ,NA  ,  ,AASHIRVAAD SHUDH  CHAKKI ATTA 5KG  ,8901725008895  ,470.0,548.0,  453.48,  456.22,0.0,0.0,YES  ,0.,0.0,  456.22,TNS DISTRIBUTION LLP  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,1101000  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAJFT4196P1ZE  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASHIRVAAD  ,ATTA  ,FLOUR AATA  ,0  ,0  ,0  ,  3911,AASHIRWAD SHUDH CHAKKI AATA 5KG N.MRP  ,1  ,NA  ,  ,AASHIRWAD SHUDH CHAKKI AATA 5KG N.MRP  ,8901725008888  ,240.0,286.0,  230.65,  232.04,0.0,0.0,YES  ,0.,0.0,  232.04,TNS DISTRIBUTION LLP  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,1101000  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AAJFT4196P1ZE  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASTHA  ,0  ,0  ,0  ,0  ,0  ,  4849,AASTA KRISNNA AGARBATTI RS.495  ,1  ,NA  ,  ,AASTA KRISNNA AGARBATTI RS.495  ,8904109495694  ,350.0,495.0,  271.43,  282.15,0.0,0.0,YES  ,0.,0.0,  282.15,DWARKADHISH SALES AGENCY  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AJPPJ5354G1Z3  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASTHA  ,0  ,0  ,0  ,0  ,0  ,  3636,AASTHA  BLACK PEARL DHOOP 20N  ,1  ,NA  ,  ,AASTHA  BLACK PEARL DHOOP 20N  ,8904109497940  ,25.0,30.0,15.0,  15.75,0.0,0.0,YES  ,0.,0.0,  15.75,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASTHA  ,0  ,0  ,0  ,0  ,0  ,  3635,AASTHA BOUQUET CONE DHOOP 200G  ,1  ,NA  ,  ,AASTHA BOUQUET CONE DHOOP 200G  ,8904109492907  ,100.0,120.0,  76.19,  74.67,0.0,0.0,YES  ,0.,0.0,  74.67,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASTHA  ,0  ,0  ,0  ,0  ,0  ,  3637,AASTHA BRAHMKAMAL SUGANDHIT DHOOP 20N  ,1  ,NA  ,  ,AASTHA BRAHMKAMAL SUGANDHIT DHOOP 20N  ,8904109498671  ,25.0,30.0,  14.49,  14.91,0.0,0.0,YES  ,0.,0.0,  14.91,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASTHA  ,0  ,0  ,0  ,0  ,0  ,  3634,AASTHA CHAMPA CONE DHOOP 200G  ,1  ,NA  ,  ,AASTHA CHAMPA CONE DHOOP 200G  ,8904109492914  ,100.0,120.0,  76.19,  74.67,0.0,0.0,YES  ,0.,0.0,  74.67,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASTHA  ,0  ,0  ,0  ,0  ,0  ,  3640,AASTHA COTTAN WICKS HALDHI 25GM  ,1  ,NA  ,  ,AASTHA COTTAN WICKS HALDHI 25GM  ,8904109402982  ,38.0,40.0,31.0,31.0,0.0,0.0,YES  ,0.,0.0,31.0,ANAY SALES  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,33049940  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24APUPM2381R1ZZ  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASTHA  ,0  ,0  ,0  ,0  ,0  ,  3639,AASTHA COTTON WICKS KUMKUM 25G  ,1  ,NA  ,  ,AASTHA COTTON WICKS KUMKUM 25G  ,8904109402975  ,35.0,40.0,  31.05,  31.05,0.0,0.0,YES  ,0.,0.0,  31.05,ANAY SALES  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,33049940  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24APUPM2381R1ZZ  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASTHA  ,0  ,0  ,0  ,0  ,0  ,  3638,AASTHA COTTON WICKS PLAIN 25G  ,1  ,NA  ,  ,AASTHA COTTON WICKS PLAIN 25G  ,8904109402999  ,38.0,40.0,31.0,31.0,0.0,0.0,YES  ,0.,0.0,31.0,ANAY SALES  ,REGULAR  ,0.0,No  ,  5001,GST 0% Tax  ,33049940  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24APUPM2381R1ZZ  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
AASTHA  ,0  ,0  ,0  ,0  ,0  ,  4848,AASTHA GAURA AGARBATTI RS.495  ,1  ,NA  ,  ,AASTHA GAURA AGARBATTI RS.495  ,8904109495700  ,350.0,495.0,  271.43,  282.15,0.0,0.0,YES  ,0.,0.0,  282.15,DWARKADHISH SALES AGENCY  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,24AJPPJ5354G1Z3  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
0  ,DHOOP STICKS  ,POOJA SAMGRI  ,0  ,0  ,0  ,  3088,AASTHA GOLDEN DHOOP16N  ,1  ,NA  ,  ,AASTHA GOLDEN DHOOP16N  ,8904109404542  ,20.0,25.0,  14.58,  15.31,0.0,0.0,YES  ,0.,0.0,  15.31,NA  ,REGULAR  ,0.0,No  ,  5003,GST 5%  ,33074100  ,PURCHASE RATE  ,0.0,SELLING RATE  ,0.0,0  ,NO  ,NONE  ,MANUAL  ,None  ,NO  ,  0,30  ,YES  ,  ,  ,  0,0  
